100000000, 1, 3.1415926535904264, 20.8109
100000000, 2, 3.1415926535900223, 15.4591
100000000, 3, 3.1415926535901537, 13.8437
100000000, 4, 3.1415926535902168, 64.3031
100000000, 5, 3.1415926535896439, 59.9550
100000000, 6, 3.1415926535896723, 54.1013
100000000, 7, 3.1415926535896643, 50.6917
100000000, 8, 3.1415926535896137, 19.9613
100000000, 9, 3.1415926535897531, 17.9871
100000000, 10, 3.1415926535897452, 16.4414
100000000, 11, 3.1415926535897376, 15.1503
100000000, 12, 3.1415926535897389, 14.0501
100000000, 13, 3.1415926535897492, 13.1796
100000000, 14, 3.1415926535897487, 12.3801
100000000, 15, 3.1415926535897460, 11.7797
100000000, 16, 3.1415926535897749, 11.1563
100000000, 17, 3.1415926535897309, 10.6831
100000000, 18, 3.1415926535897443, 10.1901
100000000, 19, 3.1415926535897452, 9.7784
100000000, 20, 3.1415926535897505, 10.2605
100000000, 21, 3.1415926535897531, 9.7999
100000000, 22, 3.1415926535897594, 10.1346
100000000, 23, 3.1415926535897594, 9.3267
100000000, 24, 3.1415926535897540, 9.3008
100000000, 25, 3.1415926535897514, 8.7764
100000000, 26, 3.1415926535897531, 8.7917
100000000, 27, 3.1415926535897505, 8.5225
100000000, 28, 3.1415926535897492, 8.3133
100000000, 29, 3.1415926535897540, 7.9713
100000000, 30, 3.1415926535897603, 8.1440
100000000, 31, 3.1415926535897682, 7.7776
100000000, 32, 3.1415926535897736, 8.2518
