Partition Size, Num Threads, Integral Value, Time (s)
1, 3.1415926636, 0.8540
2, 3.1415926636, 0.4714
3, 3.1415926636, 0.3258
4, 3.1415926636, 0.2557
5, 3.1415926636, 0.2130
6, 3.1415926636, 0.1830
7, 3.1415926636, 0.1627
8, 3.1415926636, 0.1457
9, 3.1415926636, 0.1480
10, 3.1415926636, 0.1241
11, 3.1415926636, 0.1157
12, 3.1415926636, 0.1602
13, 3.1415926636, 0.1518
14, 3.1415926636, 0.1473
15, 3.1415926636, 0.1480
16, 3.1415926636, 0.1324
17, 3.1415926636, 0.1317
18, 3.1415926636, 0.1256
19, 3.1415926636, 0.1211
20, 3.1415926636, 0.1127
21, 3.1415926636, 0.1071
22, 3.1415926636, 0.1089
23, 3.1415926636, 0.1004
24, 3.1415926636, 0.0977
25, 3.1415926636, 0.1177
26, 3.1415926636, 0.1194
27, 3.1415926636, 0.1171
28, 3.1415926636, 0.1232
29, 3.1415926636, 0.1085
30, 3.1415926636, 0.1077
31, 3.1415926636, 0.0920
32, 3.1415926636, 0.1048
33, 3.1415926636, 0.1121
34, 3.1415926636, 0.1104
35, 3.1415926636, 0.1120
36, 3.1415926636, 0.1088
37, 3.1415926636, 0.1068
38, 3.1415926636, 0.1146
39, 3.1415926636, 0.1052
40, 3.1415926636, 0.1171
41, 3.1415926636, 0.1043
42, 3.1415926636, 0.1021
43, 3.1415926636, 0.0855
44, 3.1415926636, 0.1051
45, 3.1415926636, 0.1075
46, 3.1415926636, 0.1075
47, 3.1415926636, 0.0996
48, 3.1415926636, 0.0984
49, 3.1415926636, 0.0999
50, 3.1415926636, 0.0995
51, 3.1415926636, 0.0999
52, 3.1415926636, 0.1009
53, 3.1415926636, 0.0980
54, 3.1415926636, 0.1012
55, 3.1415926636, 0.1086
56, 3.1415926636, 0.0954
57, 3.1415926636, 0.0901
58, 3.1415926636, 0.0971
59, 3.1415926636, 0.1019
60, 3.1415926636, 0.0943
61, 3.1415926636, 0.0985
62, 3.1415926636, 0.0767
63, 3.1415926636, 0.0957
64, 3.1415926636, 0.0973
