100000000, 1, 3.1415926535904264, 18.1268
100000000, 2, 3.1415926535900223, 11.0372
100000000, 3, 3.1415926535901537, 8.2565
100000000, 4, 3.1415926535902168, 6.8747
100000000, 5, 3.1415926535896439, 5.9894
100000000, 6, 3.1415926535896723, 5.0666
100000000, 7, 3.1415926535896643, 4.8789
100000000, 8, 3.1415926535896137, 4.3048
100000000, 9, 3.1415926535897531, 4.2921
100000000, 10, 3.1415926535897452, 4.2360
100000000, 11, 3.1415926535897376, 3.9983
100000000, 12, 3.1415926535897389, 3.7817
100000000, 13, 3.1415926535897492, 3.6293
100000000, 14, 3.1415926535897487, 3.8307
100000000, 15, 3.1415926535897460, 3.4354
100000000, 16, 3.1415926535897749, 3.6619
100000000, 17, 3.1415926535897309, 3.5108
100000000, 18, 3.1415926535897443, 3.5177
100000000, 19, 3.1415926535897452, 3.4754
100000000, 20, 3.1415926535897505, 3.3666
100000000, 21, 3.1415926535897531, 3.5063
100000000, 22, 3.1415926535897594, 3.6770
100000000, 23, 3.1415926535897594, 3.4674
100000000, 24, 3.1415926535897540, 3.7294
100000000, 25, 3.1415926535897514, 4.0922
100000000, 26, 3.1415926535897531, 4.1078
100000000, 27, 3.1415926535897505, 4.3450
100000000, 28, 3.1415926535897492, 4.3373
100000000, 29, 3.1415926535897540, 4.3072
100000000, 30, 3.1415926535897603, 4.4380
100000000, 31, 3.1415926535897682, 4.4178
100000000, 32, 3.1415926535897736, 4.6823
